Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,Feeder_30hab90off,,8,,Grp55T7-WD,1914,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1914.12,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1914.235,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1914.52,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1914.645,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1914.76,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1914.88,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1915.015,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1915.12,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1915.24,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1915.36,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1915.49,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1915.615,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1915.74,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1915.825,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.26,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.355,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.415,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.45,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.535,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.63,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.725,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.83,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1921.935,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.04,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.145,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.26,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.365,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.475,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.59,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.675,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.785,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.81,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1922.925,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.035,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.145,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.25,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.365,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.475,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.585,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.695,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.815,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1923.94,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.045,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.165,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.28,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.4,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.625,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.755,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.815,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.86,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1924.975,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1925.09,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1925.205,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1925.315,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1925.43,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1925.545,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1925.665,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1925.805,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1925.915,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1926.04,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1926.16,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1926.28,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1926.405,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1926.515,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1926.64,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1926.765,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1926.885,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927.115,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927.235,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927.35,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927.47,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927.58,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927.7,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927.84,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1927.895,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1928.065,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1928.185,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1928.3,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1928.425,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1928.545,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1928.62,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1928.78,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1928.915,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.035,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.16,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.28,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.4,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.515,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.645,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.765,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.865,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1929.955,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.01,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.13,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.155,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.28,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.395,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.465,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.635,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.75,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.88,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1930.995,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1931.12,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1931.255,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1934.095,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1935.75,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1938.68,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1938.785,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1938.825,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1938.895,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1938.99,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1939.085,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1939.145,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1939.19,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1939.295,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1939.4,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1939.625,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1939.735,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.035,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.115,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.22,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.33,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.445,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.535,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.69,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.79,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1940.865,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1941.03,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1941.135,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1941.265,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1941.37,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1941.485,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1941.605,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1941.715,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1941.835,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1942.17,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1942.305,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1950.95,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.04,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.14,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.255,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.345,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.44,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.545,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.65,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.76,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.87,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1951.985,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.065,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.205,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.32,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.39,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.435,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.545,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.62,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.77,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1952.885,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953.115,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953.23,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953.3,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953.465,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953.59,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953.7,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953.815,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1953.93,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.05,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.16,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.28,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.35,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.51,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.62,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.73,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.82,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1954.98,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1955.11,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1955.355,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1955.47,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1955.815,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1955.865,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1955.915,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1955.97,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1956.09,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1956.22,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1956.58,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1956.7,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1956.82,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1956.94,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1957.065,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1957.17,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1957.295,4,0,0,1,0,0,0,0,0,0,0
,,Feeder_30hab90off,,8,,Grp55T7-WD,1957.42,4,0,0,1,0,0,0,0,0,0,0
